,0
A0A7J0BXJ2,28.0
F2NM73,70.0
A0A7J0BSV4,28.0
A0A1N6WPK1,30.0
A0A3A9ZIS6,29.0
A0A7J0BPB6,28.0
A0A1W1WYF3,60.0
F2KN13,75.0
A0A4Q1VNL0,28.0
F2NQR0,70.0
A0A064CEK0,29.0
A0A1H8NER4,30.0
A0A1W1XBL9,60.0
F2KNA4,75.0
D2QCJ1,26.0
A0A1L8CV59,65.0
F2KTA7,75.0
A0A1H4H753,27.0
M3FHN4,28.0
A0A1G6IYB2,28.0
A0A561T3D5,28.0
A0A1W1XDM5,60.0
Q9WXP3,75.0
A0A6A9QFA0,88.0
A0A1L8CYP5,65.0
A0A542EPB7,29.0
A0A1R0KLQ9,28.0
A0A1H3SH43,28.0
A0A1G7S684,28.0
M3FP91,28.0
C1DX91,68.0
A0A7W3Y270,28.0
A0A5C6U0W7,28.0
Q9WXS1,75.0
B0KAS9,65.0
F2KN39,75.0
Q9WZ58,75.0
A0A4Q7V3S8,28.0
C1DXP8,68.0
A0A225SLA7,29.0
A0A1M6QYH7,28.0
A0A1W1WZG4,60.0
D4H413,30.0
A0A2T3ITY8,28.0
A0A2B0DY43,30.0
H8FVG9,26.0
A0A090SYE7,28.0
C1DVU9,68.0
A0A347UQV6,28.0
E4U562,60.0
A0A0U5F979,27.0
A0A1W1XHW6,60.0
E4SG65,70.0
I3ZAH6,28.0
A0A177E5K1,65.0
A0A6A9QDB8,88.0
C7P9R2,85.0
E4U8V1,60.0
A0A0D2JH68,30.0
I4AGL8,29.0
A0A917KVJ9,27.0
I3ZAG1,28.0
A0A1I2TZW4,27.0
F2NP28,70.0
C7P815,85.0
A0A1M7A609,28.0
A0A6P2S8C8,30.0
F2NM01,70.0
A0A1M6L6M4,28.0
A0A0D2JVI4,30.0
A0A1M4Z1S6,60.0
A0A1W1XIX4,60.0
A0A177E8U9,65.0
A0A6P2NC95,30.0
A0A7Y9G7P7,27.0
F2KP27,75.0
A0A1L8CWM0,65.0
F2KMZ2,75.0
A0A140IEM9,28.0
A0A1I2DY13,29.0
A0A1X7FPI0,30.0
F2KN60,75.0
A0A839RQV0,29.0
A0A1L8CTD7,65.0
C7P743,85.0
A0A7W4PGH8,28.0
A0A077LW64,28.0
E4U9P7,60.0
Q9X1J1,75.0
A0A318RKU7,28.0
Q9X030,75.0
A0A3G5F7Y1,29.0
C1DW57,68.0
V8QR44,28.0
A0A7U9L2H9,26.5
A0A1L8CX29,65.0
A0A2T3LAN1,25.5
A0A1H9VJ58,28.0
A0A177EAF7,65.0
A0A1H1WX26,28.0
A0A6A9QJ89,88.0
A0A1T4RCY6,28.0
A0A1S9GW94,30.0
A0A090TSL2,28.0
A0A1M6NHQ1,30.0
A0A853DX89,29.0
Q9X1K7,75.0
F2KPI5,75.0
A0A1W1XR73,60.0
C7P7J4,85.0
A0A1R0KRK4,28.0
C1DW27,68.0
A0A1L8CWA2,65.0
A0A127K8C6,28.0
A0A2P8HQU5,30.0
A0A0U3QB00,28.0
C7P642,85.0
L0HD56,30.0
A0A7K3RV08,27.0
A0A0F5VEQ1,28.0
A0A561QUW1,28.0
A0A6A9QCA3,88.0
A0A0A0NSS4,27.0
A0A1M5ELA0,27.5
D9RY29,67.0
A0A0G3A7X2,28.0
A0A1H2NRB3,30.0
A0A0P9EL16,30.0
A0A7W9AEY9,28.0
Q9WZ06,75.0
A0A8E2W7P5,26.5
A0A1G6UCZ9,30.0
A0A177E7X9,65.0
B0KAX9,65.0
Q083B7,21.0
Q9WY18,75.0
Q9X016,75.0
A0A7W7PXM7,26.5
A0A6A9QH95,88.0
A0A1W1XR09,60.0
Q9X1U3,75.0
A0A1L8CYC1,65.0
A0A561WK31,28.0
A0A841E498,29.0
F2KRL2,75.0
A0A0A8E668,28.0
C1DXC2,68.0
A0A3N2CPJ6,27.0
A0A0F0KBE0,27.0
A0A327Z0X2,28.0
D9RYN2,67.0
F2KNN7,75.0
A0A1H8WJT6,28.0
D9RZL9,67.0
A0A1X3G115,30.0
F2KSI8,75.0
A0A2K8NVS3,23.0
A0A327ZJJ8,28.0
Q9X0C8,75.0
A0A323VCD3,29.0
F2KN91,75.0
A0A6A9QI23,88.0
A0A177EAW7,65.0
A0A1T5AHQ8,20.0
G7Z1J4,30.0
A0A3M9XQJ2,26.0
A0A512L5V9,30.0
E4UAW1,60.0
A0A1W1XQ28,60.0
A0A7Y3INP5,28.0
A0A7X5V2J0,30.0
A0A918IEX1,28.0
A0A918JWM5,28.0
A0A1L8CUM2,65.0
A0A1H9IUU7,28.0
C7P7L0,85.0
A0A0A0NGI0,27.0
Q9X1U4,75.0
Q9WYT4,75.0
A0A7W6PSE4,30.0
A0A7X0JWQ4,25.0
A0A3E0BBZ7,28.0
A0A0U5F613,30.0
A0A4Q1V7A8,28.0
A0A177E9S9,65.0
A0A543FQT6,28.0
A0A1H4DAQ0,13.0
A0A1L8CWV5,65.0
A0A1H2J3R3,28.0
A0A1W1XMG0,60.0
A0A1M7JRW8,30.0
A0A1M4SAQ9,60.0
F2KNQ6,75.0
A0A1M5AQC5,60.0
A0A1V2WZI3,30.0
C1DTI3,68.0
A0A1I2A576,27.0
A0A4Q1UIN9,28.0
A0A6A9QJ95,88.0
A0A917K4T3,27.0
A0A2V4VF09,30.0
F2F125,28.5
A0A7D4DYR3,30.0
C1DUW7,68.0
A0A5D4SGZ5,30.0
A0A1S9GC94,30.0
A0A239IZE7,29.0
A0A4S5E6G3,20.0
D9S1U2,67.0
B0KBK6,65.0
A0A064C8R3,29.0
D9RZM4,67.0
A0A8J6YUK0,28.0
A0A7X0KSN7,28.0
A0A1M4Y4G8,60.0
A0A2T0R855,28.0
A0A1G7YYW4,75.0
A0A117PI06,27.0
A0A1H9V346,28.0
A0A1W1XBA9,60.0
E4U7B9,60.0
M3F9G6,28.0
G7ZEP4,30.0
A0A1U7CSM7,28.0
A0A6H9Z5I7,28.0
D9S3E8,67.0
I4AGS5,29.0
A0A1H5TQZ3,30.0
F2KQV2,75.0
A0A0F5BVZ3,28.0
A0A2K4XDE6,21.0
A0A7X0IFR0,28.0
A0A4R1HVT7,28.0
Q9WZ82,75.0
A0A4V2SME1,25.0
L0HIF9,30.0
A0A1G7ZJ65,75.0
A0A1W1XXL2,60.0
C1DXG2,68.0
A0A7W9CTF9,26.0
E4U9N8,60.0
C1DXD9,68.0
B0KA68,65.0
A0A1W1XJ76,60.0
E3HD80,30.0
A0A7W9MVT4,28.0
F2KRK2,75.0
A0A1H8EJI8,30.0
E4SGE9,70.0
F2NP45,70.0
A0A3R9FWR4,20.0
A0A7G7BIJ9,27.0
A0A7K3S6G4,27.0
A0A177E6K3,65.0
A0A4Y8ZJP1,28.0
A0A066TPZ3,27.0
A0A1M5HUZ3,28.0
A0A3D9D271,30.0
Q9WZK5,75.0
A0A239LAP2,29.0
E4U8I2,60.0
A0A1H4H4S5,27.0
K6X358,28.0
A0A1H3JET9,28.0
A0A975IJH7,26.0
A0A315SCD3,29.0
F2NQW5,70.0
A0A1T4PXR4,28.0
A0A1I5DHN6,28.5
C1DXR8,68.0
D9S3M7,67.0
A0A7X6S7E3,26.0
A0A1I7GU16,28.0
A0A1L8CW12,65.0
C1DTW9,68.0
A0A3D9BJL2,29.0
A0A1I1ZUJ5,29.0
A0A561R9Q2,28.0
A0A1M6BWK8,28.0
A0A5C4S0U7,25.0
Q9X232,75.0
A0A7U9KQM8,26.5
A0A2T5IM93,27.0
A0A0D0QC28,30.0
Q9X000,75.0
A0A7W3TBL0,28.0
A0A177E700,65.0
F2NLQ8,70.0
Q9X280,75.0
A0A1J6W4U9,30.0
C7P8S8,85.0
A0A177E4H8,65.0
A0A250VP52,26.66666603088379
A0A840ZF02,27.5
E4SDZ3,70.0
A0A1W1XTE9,60.0
A0A6A9QFU7,88.0
A0A7X5V052,30.0
A0A7W3TA62,28.0
A0A1L8CXD3,65.0
A0A6P2QV41,30.0
F2KRV1,75.0
A0A511UKN1,29.0
V8QNA4,28.0
A0A1H1HPJ7,30.0
A0A6G4WAI2,30.0
A0A1H9BHN5,28.0
C1DTQ1,68.0
A0A1X1D5F5,28.0
A0A1I1T2U3,30.0
A0A1W1XM29,60.0
A0A1H8XE76,28.0
A0A841E608,29.0
A0A3D9DX54,30.0
A0A7K3SAK2,27.0
B0K8Z7,65.0
A0A502G0T2,23.0
C7P5E7,85.0
A0A064CGU9,29.0
A0A7W7IR65,28.5
A0A1H9APP8,30.0
C1DVR6,68.0
A0A7W5XJZ6,28.0
A0A0U5FAJ0,27.0
A0A1W1XVX0,60.0
A0A839RL50,29.0
F2R9J6,27.0
A0A1W1XFU2,60.0
I4AQR1,29.0
A0A4Q7UZV2,28.0
A0A4Q7D250,30.0
E4SFD0,70.0
E4U797,60.0
I4AFB8,29.0
A0A917UNY6,27.0
A0A1I1LYF8,29.0
A0A6H9Z145,28.0
A0A562I2D1,27.0
A0A1G8ANE9,75.0
A0A098FV71,27.0
A0A1C5JS93,27.0
A0A366B1P0,20.0
A0A7W4JRI7,28.0
A0A316ELY6,30.0
A0A2K8KF04,28.0
A0A250VDJ3,26.66666603088379
F7ZBX4,21.0
A0A919JM14,27.0
A0A7X0MVA4,25.0
D9RY95,67.0
A0A1J6VZY4,30.0
A0A6S6LZT8,30.0
A0A1L8CRS8,65.0
A0A1J6X0K8,30.0
A0A4R3M8K1,30.0
A0A7Z0LWM1,22.0
A0A1Y0IB02,27.0
Q9WZT3,75.0
C1DXG8,68.0
A0A1I2WVT4,27.0
A0A8J3B4G0,28.0
F2KT81,75.0
F4GL69,30.0
A0A1L8CTP9,65.0
F2KS10,75.0
A0A7W5APS5,28.0
F2KPT1,75.0
E4SGU9,70.0
Q07YM5,21.0
A0A318RR20,28.0
A0A6A9QIT0,88.0
A0A1W1XG44,60.0
A0A318RHI5,28.0
Q9WYD1,75.0
A0A1H8LLY0,28.0
B0KA31,65.0
A0A6A9QCZ4,88.0
A0A177E5F8,65.0
F2NKJ8,70.0
A0A1G7WTG0,28.0
A0A2V4VVW4,30.0
D9S0S3,67.0
A0A368ZJI9,25.0
D9RZM9,67.0
E4U8A7,60.0
G7ZDT0,30.0
A0A1G8DU06,75.0
A0A1W1XK04,60.0
A0A265E219,29.0
A0A1I3XH56,17.0
B0K7W4,65.0
A0A6G4AVK7,28.0
A0A1M6QS89,30.0
A0A1T5D4L2,20.0
F2RIP8,27.0
C1DWH9,68.0
E4UAN5,60.0
A0A317N9B1,29.0
A0A1H2KV43,28.0
A0A502G5F4,23.0
A0A177E5R6,65.0
A0A4Q7V086,28.0
D9S3B7,67.0
B0K893,65.0
A0A265DYP0,29.0
A0A0R1QY28,30.0
F2KR18,75.0
A0A1S6J831,27.0
A0A1X3H749,30.0
A0A7K3QEX2,27.0
A0A3M9XQK5,26.0
A0A1W1XEV0,60.0
E4SF56,70.0
F2KQW1,75.0
A0A7X6S647,26.0
F7ZE51,21.0
A0A0F0KGL8,27.0
Q9X263,75.0
B0KBL3,65.0
F2KRA1,75.0
A0A7G5Z491,28.0
C7P8U8,85.0
A0A2K8KHD8,28.0
A0A8J3F6L8,28.0
A0A0P9GGL4,30.0
C7P671,85.0
Q9X200,75.0
Q9WXU5,75.0
A0A1W1XGD9,60.0
F2KR52,75.0
A0A1T5B233,20.0
A0A177E9L5,65.0
A0A432ZMA6,28.0
C7P621,85.0
A0A1I7KF96,28.0
A0A1Y0I8T7,27.0
A0A1H7FJS3,29.0
A0A7Y9G7S6,27.0
A0A7W7LVL1,26.5
A0A1W1XDP3,60.0
L0HFK5,30.0
A0A199XSV4,24.0
A0A1C5JFW4,28.0
A0A853DPP9,29.0
A0A919W493,28.0
F2NQH2,70.0
A0A1M4W7D1,60.0
E4U614,60.0
F2KP90,75.0
A0A3G7UCG3,29.0
C7P5F5,85.0
A0A1X1CSP0,28.0
A0A1N6WGI0,30.0
A0A1L8CUX9,65.0
A0A1I7H1Y7,28.0
A0A0P9K8Y0,27.0
A0A1M5ADS3,60.0
E4UAQ3,60.0
A0A1I2KLN6,27.0
A0A7X5V2T1,30.0
A0A1H0K7L7,28.0
A0A916TXY0,28.0
A0A931CXP3,30.0
A0A4Q7UUM7,28.0
C7P640,85.0
A0A1X7HN36,30.0
A0A1L8CYQ8,65.0
A0A1H2ZJP2,28.0
A0A1J6WWK3,30.0
A0A6A9QHM8,88.0
A0A6A9QH26,88.0
A0A6A9QH21,88.0
A0A0T9TUT8,29.0
A0A1Q8SMK6,28.0
A0A6A9QAQ3,88.0
A0A7W7PQQ3,26.5
A0A1R0L1V0,28.0
A0A1H3HFQ5,28.0
A0A1X3H673,30.0
A0A318RHV7,28.0
S5TJQ5,25.0
A0A1M7ZWE5,30.0
D9RXP4,67.0
Q9WYA6,75.0
A0A7X0FHD4,28.0
A0A807AMX7,27.0
A0A2T3LAW0,25.5
A0A064C9X4,29.0
A0A561WRB5,28.0
A0A1I1ZRQ6,29.0
A0A1W1XJK4,60.0
A0A1W1XXC4,60.0
E4SBI5,70.0
A0A1H2UTV6,28.0
A0A1H9JEJ0,30.0
A0A1H4GZU2,13.0
A0A066UBS1,27.0
A0A2N3YEZ0,27.0
A0A1H6B4W1,20.0
A0A250VBR5,26.66666603088379
A0A8I1K5V1,27.0
A0A239KBW8,29.0
A0A0A0NF01,27.0
F6FTX4,28.5
A0A1W1XN45,60.0
A0A0P9KKI2,27.0
A0A7W6LCD8,30.0
A0A177E6M2,65.0
A0A807ARI1,27.0
A0A1M4XNP5,60.0
F2KMW4,75.0
A0A317N176,29.0
A0A1H6AGJ5,20.0
Q9X1G8,75.0
A0A1M6Z804,28.0
A0A090T1T6,28.0
B0KD18,65.0
F2KMS2,75.0
D4H5F6,30.0
B0KCQ3,65.0
A0A7W8Z7R1,28.0
D9S2N3,67.0
G7GKN2,30.0
A0A1H7D262,30.0
A0A8J6YPG3,28.0
A0A7G5YY92,28.0
F2NPI1,70.0
A0A1G8AQ78,75.0
A0A1V2W2R7,30.0
A0A6I4TJR1,30.0
A0A1K9ZQ25,13.5
A0A0G2ZZK6,28.0
A0A502FTK2,23.0
A0A4V1CWC3,28.0
A0A6A9QKS5,88.0
A0A2V3YE47,30.0
B0KCQ7,65.0
A0A1L8CS25,65.0
A0A1N6WUX4,30.0
A0A1M4SX29,60.0
B0KDA0,65.0
A0A3A5JWT9,29.0
A0A090SXD9,28.0
A0A1H1Y384,28.0
A0A1S6J954,27.0
A0A1E5DZW3,29.0
C7P968,85.0
A0A7G5Z800,28.0
A0A917K6U5,27.0
D9S1V0,67.0
E4SG64,70.0
A0A7X5ZVD2,30.0
A0A1E5E4A4,29.0
A0A1M4ZGQ3,60.0
A0A1W1WY94,60.0
A0A1G6JEB0,28.0
D9S1P6,67.0
F2R5Q1,27.0
A0A1M4V8C7,60.0
A0A7G7BLH5,27.0
D6Z239,30.0
A0A1T5CSN8,20.0
A0A366AZ69,20.0
F2KSF8,75.0
A0A4Q7CUA7,30.0
A0A7W6PSP8,30.0
A0A177E8G7,65.0
A0A7W7MZZ2,29.0
A0A1H4MY97,29.0
C7P9R3,85.0
F2KPR4,75.0
A0A256G7R1,30.0
A0A2K8KFZ6,28.0
A0A1L8CUZ0,65.0
A0A316ET10,30.0
B6BGG7,15.0
A0A098FWI8,27.0
A0A1M4YIL3,60.0
A0A1L8CYD2,65.0
A0A1Q8SNZ6,28.0
A0A3N1XAW8,30.0
C1DT20,68.0
D9S1I5,67.0
A0A1H8W801,28.0
A0A1H7P8K8,30.0
A0A1W1XMH3,60.0
B0KDA3,65.0
C1DVQ4,68.0
A0A1L8CYG4,65.0
E4SEU0,70.0
A0A3L8R9N0,27.0
A0A807AS60,27.0
C1DV65,68.0
A0A6A9QKK7,88.0
A0A1S7FTG3,30.0
B0KBP9,65.0
A0A542X8L8,28.0
A0A1M4SCC5,60.0
A0A7I9ZWF4,28.0
Q9WYF4,75.0
A0A1T4KN87,28.0
A0A2K2ZBL2,25.0
A0A1I0I4M0,28.0
A0A841ZC37,30.0
A0A1M6TK76,30.0
C7P684,85.0
A0A1H2PGK9,30.0
A0A1J4N2H6,27.0
Q9X1P6,75.0
A0A2T0R359,28.0
A0A225STW3,29.0
Q9X1D9,75.0
A0A1M4SCX2,60.0
A0A3B0MDG0,20.0
A0A1L8CTW9,65.0
A0A1W1XCE4,60.0
A0A286PHC4,26.66666603088379
A0A1L8CVA7,65.0
E4U4P6,60.0
A0A1U7CNN2,28.0
A0A286PHD6,26.66666603088379
A0A7W7VZM8,27.5
C1DTK5,68.0
A0A918IA94,28.0
A0A1H0IQ94,28.0
A0A1M4Z5P7,60.0
E4UA12,60.0
A0A0M9VJD7,27.0
A0A839RQA2,29.0
A0A368ZPQ8,25.0
A0A1I3JC70,20.0
A0A0S2GAP0,30.0
D3F1B6,29.0
C7P5F2,85.0
A0A1M7IWL0,28.0
A0A1G8FXU1,75.0
A0A2T3J067,28.0
B0K856,65.0
A0A1H9MT10,30.0
E4SHT4,70.0
A0A1M4ZC33,27.5
A0A4R6IS45,28.0
P38512,75.0
A0A840AHR3,25.0
A0A1M7B3D0,30.0
A0A316HTM1,28.0
Q9X1K3,75.0
A0A1W1XGF7,60.0
A0A3D9BUQ8,29.0
A0A7W7PMA5,26.5
A0A0F4J432,27.0
F2NQU7,70.0
A0A1L8CW37,65.0
A0A239FKG5,29.0
A0A1T5BC65,20.0
A0A4Q7UT51,28.0
A0A1L8CTG9,65.0
A0A1M4ZH16,60.0
Q9X2B0,75.0
A0A387FF71,28.0
A0A1W1WYT3,60.0
A0A1I2NME8,27.0
A0A1I7JFV4,28.0
A0A495VMR3,28.0
A0A1M4YE75,60.0
A0A1M6TK57,30.0
A0A1W1XDJ6,60.0
A0A1W1WYV9,60.0
A0A7Z8Y4X0,29.0
A0A177E824,65.0
A0A1M4WIU8,60.0
Q9X0N8,75.0
C8XH06,27.5
A0A1W1XCY2,60.0
A0A1H8F4D3,30.0
C1DW35,68.0
F2KS32,75.0
A0A2K8K998,28.0
A0A7U9KVP9,26.5
A0A7W7PS70,26.5
Q9WXW2,75.0
E4SD80,70.0
A0A1W1X9Z1,60.0
A0A840AG50,25.0
A0A1G7S7B0,28.0
A0A839RTJ1,29.0
A0A562IBR2,27.0
C1DV26,68.0
D5DZK0,30.0
A0A1W1XBL8,60.0
D9S0D2,67.0
A0A1W1X8T1,60.0
A0A6G4AX41,28.0
F2NP80,70.0
A0A315T6Z3,29.0
F2KNR9,75.0
A0A0D0QD89,30.0
C7P8W0,85.0
F2NMX0,70.0
A0A511D2M3,29.0
A0A4S3PRH5,30.0
A0A1I3DC59,30.0
A0A1X7H1R8,30.0
A0A8J7SJ17,21.0
A0A1W1XL20,60.0
A0A1H9U388,29.0
A0A918IKL0,28.0
A0A1M5AAT9,60.0
A0A495WG65,28.0
A0A853DU83,29.0
A0A0S2GBG8,30.0
A0A0S7EAK3,29.0
A0A1W1XXL5,60.0
A0A1W1WX99,60.0
A0A318RC52,28.0
C1DT00,68.0
A0A1M4SD73,60.0
F2NLC6,70.0
A0A510V7R3,29.0
F2NN39,70.0
A0A7G7BTR9,27.0
E4UAT8,60.0
A0A1N6U9F4,28.0
A0A918IBH0,28.0
F2RKD1,27.0
A0A7W3TJ31,28.0
A0A1C5AWS0,27.0
A0A557PH65,28.0
A0A0A0ND02,27.0
A0A1W1XN42,60.0
E4U8C4,60.0
A0A3D9D0L8,30.0
A0A7W3Y3K5,28.0
A0A4Q4KI11,10.0
C7P9J5,85.0
D9S326,67.0
A0A1L8CRN3,65.0
A0A177E9I6,65.0
A0A7W6LD68,30.0
A0A7W3TD81,28.0
A0A318RFW9,28.0
A0A0L0IZ00,28.0
A0A7G5Z3Y9,28.0
A0A1I7G7E8,28.0
A0A1H8ZLM1,30.0
C1DTH5,68.0
F2KQT3,75.0
F2KNH8,75.0
G7GIM6,30.0
E4U4W9,60.0
A0A1M4XHQ3,60.0
A0A064CL83,29.0
A0A1M4VPY2,60.0
A0A1W1X6L0,60.0
D9RXX7,67.0
A0A7W7R9X7,27.5
A0A1H8ZG24,28.0
A0A0M0LDG7,30.0
B0K8X6,65.0
A0A327Z2P5,28.0
F2KQ12,75.0
F2KT27,75.0
A0A1X7GTK5,30.0
A0A917P8I1,27.0
A0A0R1RGB1,30.0
F2NKU8,70.0
A0A066U7Y5,27.0
A0A1R0L277,28.0
A0A6A9QMR4,88.0
E4SCH5,70.0
A0A840ZPQ6,27.5
A0A3G7UI99,29.0
A0A1H7T666,29.0
A0A7W6LFX7,30.0
Q9X2C9,75.0
A0A4R6ISL9,28.0
D2QHS5,26.0
A0A1W1WZV4,60.0
A0A1H2N0J2,30.0
E4SDV7,70.0
A0A8J7CQF8,28.0
E4UAE6,60.0
A0A561PVW6,28.0
A0A077M183,28.0
A0A177E619,65.0
A0A1R1F565,30.0
A0A177E618,65.0
A0A3E0B3Y1,28.0
Q9X0T2,75.0
A0A2U3AKV0,27.0
D9RYG1,67.0
A0A318D759,29.0
A0A0M0LCP7,30.0
A0A177EAJ2,65.0
A0A6P0UBK4,28.0
A0A0M0LN04,30.0
A0A7K3S0Q5,27.0
A0A495W9Y1,28.0
A0A7X0IHW8,28.0
A0A091B236,29.0
Q9WYW1,75.0
F2NMP5,70.0
A0A177EB76,65.0
A0A1M6NYH9,30.0
C7P711,85.0
A0A840AJQ0,25.0
F2KT22,75.0
A0A1H3DY64,28.0
A0A511UQZ2,29.0
E4UAN1,60.0
A0A6P0UL22,28.0
A0A177EAE4,65.0
Q088A9,21.0
F2KMY8,75.0
A0A562IIF3,27.0
Q9WZ45,75.0
A0A4R3LX62,30.0
B0KA15,65.0
A0A840F0M7,29.0
A0A1M5GBL3,27.5
A0A1J4MZ95,27.0
A0A085ZYM3,28.0
A0A1H5SYE8,20.0
A0A5B8VB94,28.0
A0A1I0E8R2,28.0
A0A6A9QN60,88.0
A0A1I2DN65,29.0
A0A1S6JG91,27.0
G4HNS2,30.0
A0A561WI97,28.0
Q9X2F6,75.0
A0A1T5EU33,20.0
A0A1H5S8G6,20.0
C1DUS0,68.0
A0A0D0V1R0,28.0
A0A1M4W3N8,60.0
A0A387G3T0,28.0
A0A086B9N1,29.0
Q9WYH6,75.0
A0A1W1XL39,60.0
A0A3N1XP88,30.0
A0A1L8CSF7,65.0
A0A1B7INE7,29.0
A0A7W9SS87,30.0
A0A1H3WYE8,30.0
F2NLC9,70.0
A0A327Z0S9,28.0
K8E6S4,30.0
A0A1C5AGI4,28.0
A0A2U3ANJ7,27.0
A0A1X3DUB3,30.0
A0A1G7Y7F3,75.0
C1DUD3,68.0
A0A6A9QFB1,88.0
F2NQY7,70.0
A0A1R0L0L3,28.0
A0A1H3ZY44,30.0
F2KR12,75.0
A0A1G7FCS5,28.0
A0A7K3QAH0,27.0
A0A315S3P4,29.0
F2NPV6,70.0
A0A3G7VJT8,29.0
A0A1G8AMQ8,75.0
A0A4S5E4L5,20.0
A0A315SI76,29.0
A0A561VSI3,28.0
D9S234,67.0
E4SFQ3,70.0
A0A177E8E0,65.0
A0A0S2G7I1,30.0
A0A1M7JG47,30.0
A0A1C5ANN2,27.0
A0A7U9KRW4,26.5
A0A177E5L1,65.0
A0A7Y9KDU2,27.0
A0A839ZEZ8,29.0
G7Z864,30.0
A0A401J842,29.0
A0A7Y3ILU4,28.0
A0A1L8CU44,65.0
A0A101Q5M4,27.0
A0A3D9DWB0,30.0
A0A1W1XVX1,60.0
Q9X209,75.0
A0A427U792,20.0
A0A1T4ZS98,20.0
A0A1Q8SPD5,28.0
A0A124GUM7,27.0
A0A2K2ZCQ1,25.0
A0A0R2FWU6,30.0
F2KQT8,75.0
F2F7T8,28.5
A0A556A884,30.0
A0A7G7BEF2,27.0
C7P7R7,85.0
B0K9B2,65.0
A0A7X0M8H2,28.0
A0A316EYW2,30.0
B0K9B7,65.0
A0A1L8CW93,65.0
A0A0G3A623,28.0
A0A0U5FD80,27.0
A0A1V4T0Y1,28.0
A0A1I1X1X8,29.0
A0A7W4ZRE3,26.5
E4UAS1,60.0
A0A839RMZ6,29.0
A0A556ABA4,30.0
A0A7X6N5E1,26.0
A0A3N9UB00,30.0
A0A2N3YLU7,27.0
A0A6H9YLU9,28.0
A0A1M7IWH4,30.0
B0K7N1,65.0
V8QWC1,28.0
E4UA34,60.0
A0A1M5IMP7,28.0
A0A561SR64,28.0
A0A4R6J204,28.0
A0A177ECJ3,65.0
A0A1W1XSE2,60.0
A0A0M0L8N3,30.0
G7Z206,30.0
A0A1G7YIH7,75.0
A0A0Q1AHP6,30.0
A0A177E4D5,65.0
D9RZM3,67.0
F2NKD7,70.0
F2NQZ9,70.0
D9S115,67.0
A0A556A839,30.0
E4U9C9,60.0
C7P884,85.0
A0A6A9QKE2,88.0
A0A1W1X7W1,60.0
A0A7W9DP89,28.0
A0A1H2PAJ1,30.0
A0A6P0UC41,28.0
B0K8P5,65.0
A0A1I4FM76,17.0
A0A502FYB3,23.0
A0A7W9FJW6,26.0
A0A511UL53,29.0
A0A1I3JHH1,25.0
Q9X192,75.0
A0A0M4M3T1,30.0
D9RXK8,67.0
A0A066U597,27.0
F2KT40,75.0
E4SCB5,70.0
A0A1W1XSU2,60.0
A0A512MEI3,30.0
Q9WXV0,75.0
A0A1M4TNS8,60.0
A0A839RVG8,29.0
A0A1U7CP63,28.0
C1DW34,68.0
A0A1G6THQ2,30.0
A0A1H4HN20,13.0
C1DV03,68.0
E4SB10,70.0
A0A6G4AWH3,28.0
C7P664,85.0
F2NK95,70.0
A0A1H8EA33,28.0
F2NKS6,70.0
A0A4R6IZ58,28.0
A0A064CHC2,29.0
A0A1X7DRI7,30.0
A0A1W1XSV8,60.0
A0A1H2S7L3,28.0
A0A1C4ZWZ7,27.0
A0A1I2GEI1,30.0
C1DUK4,68.0
A0A1W1X5Y3,60.0
A0A1H3H2N7,28.0
A0A1W1XKT2,60.0
A0A1I0CWN4,28.0
A0A347UY40,28.0
A0A1E5E1T3,29.0
A0A317NH70,29.0
A0A177E8C6,65.0
A0A1H7UWD4,29.0
A0A1H9E3A8,28.0
C7P801,85.0
A0A1S6J8G5,27.0
A0A0F5PTA2,12.0
A0A1W1XIB2,60.0
A0A318D2F5,29.0
C1DWL2,68.0
A0A250VLN8,26.66666603088379
A0A1M7MMF5,28.0
A0A1C5AYC6,27.0
Q9X2D9,75.0
A0A1G7YP18,75.0
A0A511UJ98,29.0
C7P8Z5,85.0
F2NPK8,70.0
F2NLB4,70.0
A0A839RKC9,29.0
A0A2V3Y3B8,30.0
A0A085GFU7,30.0
A0A1L8CX46,65.0
A0A142PFV3,30.0
A0A1L8CXV5,65.0
A0A7W5FIT6,28.0
A0A1L8CSI1,65.0
A0A124H7S3,27.0
A0A1M5AZ25,60.0
D2QLK7,26.0
A0A7W9FL27,26.0
A0A1L8CT49,65.0
A0A7K3QBQ9,27.0
A0A2R5EV15,30.0
A0A919JMU7,27.0
A0A543GGX3,28.0
B0K953,65.0
A0A4R1HVG4,28.0
Q9WYI4,75.0
C1DX67,68.0
C1DUD6,68.0
A0A1I7JZX8,28.0
F2NP05,70.0
A0A7X0JW84,25.0
A0A512L4M5,30.0
A0A561SGX9,28.0
D2QR31,26.0
A0A6A9QHC2,88.0
A0A2N9JFP8,30.0
A0A4R6R121,27.0
A0A7W7LXZ4,26.5
A0A6G6JM79,28.0
A0A561T2Z8,28.0
A0A1G7N6T8,28.0
A0A1M7FQN4,30.0
A0A853DVG0,29.0
A0A1G7G8W9,30.0
A0A1Y0IAR5,27.0
A0A1L8CXC6,65.0
A0A917KM44,27.0
A0A931G8R4,30.0
A0A1H4KBJ6,29.0
A0A177E612,65.0
C7P9M5,85.0
A0A1W1X6R2,60.0
D9RYM8,67.0
A0A1L8CWB5,65.0
A0A1X1D634,28.0
